警察署,番号,事故内容,死者数,負傷者数,路線コード,市区町コード,市区町,発生年月日,発生時間,昼夜間_夜,曜日,天候,路面状態,道路形状,信号機,道路線形,事故類型,年齢(当事者1),年齢(当事者2),当事者種別(当事者1),当事者種別(当事者2),中央分離施設,緯度（北緯）,経度（東経）
兵庫,207,負傷,0,1,一般市道,105,神戸市兵庫区,20240705,16 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.68180306,135.16496
兵庫,208,負傷,0,1,一般市道,105,神戸市兵庫区,20240705,17 ,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,45～54歳以下,乗用車(普通車),軽車両(自転車),中央線(ペイント),34.65285889,135.173525
兵庫,209,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240706,0 ,夜間_夜,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,不明・単独事故,0～24歳以下,対象外当事者,軽車両(自転車),中央分離なし,34.67903889,135.1667761
兵庫,210,負傷,0,1,高松線,105,神戸市兵庫区,20240703,17 ,昼間_昼,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.67198,135.1766261
兵庫,211,負傷,0,1,中央幹線,105,神戸市兵庫区,20240629,11 ,昼間_昼,土,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,25～34歳以下,軽車両(自転車),軽車両(自転車),中央分離帯,34.67039611,135.1608831
兵庫,212,負傷,0,1,一般市道,105,神戸市兵庫区,20240708,10 ,昼間_昼,月,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,25～34歳以下,貨物車(普通車),軽車両(自転車),中央分離なし,34.663345,135.1711
兵庫,215,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240711,8 ,昼間_昼,木,雨,湿潤,単路(カーブ・屈折),施設なし,カーブ・屈折(左・上り),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.69043167,135.1461047
兵庫,216,負傷,0,2,山麓線,105,神戸市兵庫区,20240710,10 ,昼間_昼,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,25～34歳以下,乗用車(普通車),乗用車(軽自動車),中央分離なし,34.68023611,135.1527711
兵庫,217,負傷,0,1,湊町線,105,神戸市兵庫区,20240715,21 ,夜間_夜,月,雨,湿潤,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,乗用車(普通車),貨物車(軽自動車),中央線(ペイント),34.67824194,135.167475
兵庫,218,負傷,0,1,４２８号,105,神戸市兵庫区,20240716,7 ,昼間_昼,火,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(下り),車両相互,55～64歳以下,65～74歳以下,乗用車(軽自動車),貨物車(軽自動車),中央線(ペイント),34.70143389,135.1647289
兵庫,219,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240720,12 ,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.68039889,135.1686769
兵庫,220,負傷,0,1,一般市道,105,神戸市兵庫区,20240722,18 ,昼間_暮,月,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,45～54歳以下,65～74歳以下,乗用車(普通車),二輪車(一般原付自転車),中央分離なし,34.66709389,135.1623611
兵庫,221,負傷,0,1,湊町線,105,神戸市兵庫区,20240719,18 ,昼間_暮,金,晴,乾燥,交差点付近(その他),施設なし,直線(上り),車両相互,0～24歳以下,55～64歳以下,二輪車(原付二種),乗用車(普通車),中央線(ペイント),34.6830975,135.1618706
兵庫,222,負傷,0,1,一般市道,105,神戸市兵庫区,20240723,17 ,昼間_昼,火,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),人対車両,65～74歳以下,65～74歳以下,乗用車(普通車),歩行者等,中央分離なし,34.68161278,135.1645186
兵庫,223,負傷,0,1,一般市道,105,神戸市兵庫区,20240724,11 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,55～64歳以下,二輪車(原付二種),貨物車(軽自動車),中央分離なし,34.65369194,135.1732831
兵庫,224,負傷,0,1,山麓線,105,神戸市兵庫区,20240716,16 ,昼間_昼,火,曇,乾燥,交差点(その他),施設なし,カーブ・屈折(左・下り),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),貨物車(普通車),中央分離なし,34.68108556,135.1548017
兵庫,225,負傷,0,2,山麓線,105,神戸市兵庫区,20240724,17 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,55～64歳以下,二輪車(一般原付自転車),二輪車(軽二輪),中央分離なし,34.67994694,135.1517231
兵庫,226,負傷,0,1,４２８号,105,神戸市兵庫区,20240725,19 ,昼間_暮,木,晴,乾燥,交差点付近(その他),施設なし,直線(上り),車両相互,0～24歳以下,45～54歳以下,二輪車(原付二種),乗用車(普通車),中央線(ペイント),34.69133694,135.1672281
兵庫,227,負傷,0,1,４２８号,105,神戸市兵庫区,20240723,7 ,昼間_昼,火,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),二輪車(751cc以上),中央線(ペイント),34.69671111,135.1646889
兵庫,228,負傷,0,1,中央幹線,105,神戸市兵庫区,20240727,19 ,昼間_暮,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,貨物車(軽自動車),二輪車(原付二種),中央分離なし,34.67619194,135.1693661
兵庫,229,負傷,0,1,中央幹線,105,神戸市兵庫区,20240727,16 ,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,35～44歳以下,二輪車(軽二輪),軽車両(自転車),中央分離なし,34.67097306,135.1616569
兵庫,230,負傷,0,1,一般市道,105,神戸市兵庫区,20240728,15 ,昼間_昼,日,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,0～24歳以下,0～24歳以下,軽車両(自転車),乗用車(普通車),中央分離なし,34.68175194,135.1583369
兵庫,231,負傷,0,1,布引鵯線,105,神戸市兵庫区,20240730,15 ,昼間_昼,火,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.69909111,135.1648039
兵庫,232,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240731,9 ,昼間_昼,水,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,65～74歳以下,乗用車(普通車),二輪車(一般原付自転車),中央分離帯,34.67399889,135.1592561
兵庫,234,負傷,0,1,一般市道,105,神戸市兵庫区,20240805,17 ,昼間_昼,月,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,0～24歳以下,45～54歳以下,軽車両(自転車),乗用車(普通車),中央分離なし,34.67306194,135.1724569
兵庫,235,負傷,0,1,２号,105,神戸市兵庫区,20240808,12 ,昼間_昼,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,不明・単独事故,55～64歳以下,対象外当事者,二輪車(原付二種),中央分離なし,34.66469694,135.163455
兵庫,237,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240809,7 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(上り),車両相互,25～34歳以下,35～44歳以下,乗用車(軽自動車),乗用車(軽自動車),中央線(ペイント),34.68330611,135.1525011
兵庫,238,負傷,0,2,山手幹線（神戸市）,105,神戸市兵庫区,20240809,17 ,昼間_昼,金,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.67364389,135.1589811
兵庫,239,負傷,0,1,湊町線,105,神戸市兵庫区,20240809,22 ,夜間_夜,金,晴,乾燥,単路(その他),施設なし,直線(上り),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),二輪車(251cc以上),中央線(ペイント),34.68475389,135.1601981
兵庫,240,負傷,0,1,一般市道,105,神戸市兵庫区,20240812,15 ,昼間_昼,月,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,45～54歳以下,乗用車(軽自動車),二輪車(原付二種),中央分離なし,34.67347194,135.161255
兵庫,241,負傷,0,1,一般市道,105,神戸市兵庫区,20240813,15 ,昼間_昼,火,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,55～64歳以下,二輪車(一般原付自転車),乗用車(普通車),中央分離なし,34.67639111,135.1665219
兵庫,242,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240814,11 ,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(上り),車両相互,25～34歳以下,65～74歳以下,乗用車(普通車),二輪車(原付二種),中央線(ペイント),34.68543611,135.1507739
兵庫,243,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240817,7 ,昼間_昼,土,晴,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・下り),車両相互,25～34歳以下,25～34歳以下,特殊車(小型・その他),乗用車(普通車),中央分離帯,34.68089389,135.1524089
兵庫,244,負傷,0,1,一般市道,105,神戸市兵庫区,20240817,18 ,昼間_暮,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,25～34歳以下,乗用車(普通車),軽車両(駆動補助機付自転車),中央分離帯,34.66974806,135.1633069
兵庫,245,負傷,0,1,一般市道,105,神戸市兵庫区,20240818,11 ,昼間_昼,日,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67944028,135.1702353
兵庫,246,負傷,0,1,４２８号,105,神戸市兵庫区,20240820,8 ,昼間_昼,火,雨,湿潤,単路(橋),点灯(３灯式),カーブ・屈折(左・上り),車両相互,35～44歳以下,45～54歳以下,乗用車(普通車),二輪車(一般原付自転車),中央線(ペイント),34.70635111,135.1613789
兵庫,248,負傷,0,1,高松線,105,神戸市兵庫区,20240821,17 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.65497611,135.1701619
兵庫,249,負傷,0,1,湊町線,105,神戸市兵庫区,20240823,6 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(軽自動車),二輪車(原付二種),中央分離なし,34.67523111,135.1716739
兵庫,250,負傷,0,1,一般市道,105,神戸市兵庫区,20240821,12 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,不明・単独事故,0～24歳以下,対象外当事者,特定小型原付自転車 非特例,中央分離なし,34.68426389,135.16436
兵庫,251,負傷,0,1,一般市道,105,神戸市兵庫区,20240824,21 ,夜間_夜,土,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,65～74歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.68956889,135.1638531
兵庫,252,負傷,0,1,一般交通の場所,105,神戸市兵庫区,20240826,17 ,昼間_昼,月,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,65～74歳以下,25～34歳以下,乗用車(普通車),歩行者等,一般交通の場所,34.66575611,135.1755819
兵庫,253,負傷,0,2,２号,105,神戸市兵庫区,20240828,8 ,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,55～64歳以下,貨物車(準中型車),貨物車(普通車),中央分離帯,34.67184806,135.1748719
兵庫,254,負傷,0,1,一般市道,105,神戸市兵庫区,20240828,10 ,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,25～34歳以下,二輪車(一般原付自転車),軽車両(自転車),中央分離なし,34.67911806,135.1661639
兵庫,256,負傷,0,1,一般市道,105,神戸市兵庫区,20240830,12 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,65～74歳以下,貨物車(軽自動車),軽車両(自転車),中央分離なし,34.66012389,135.1633911
兵庫,257,負傷,0,1,一般市道,105,神戸市兵庫区,20240827,9 ,昼間_昼,火,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,75歳以上,軽車両(自転車),軽車両(自転車),中央分離なし,34.67843194,135.1694661
兵庫,258,負傷,0,1,山麓線,105,神戸市兵庫区,20240902,12 ,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(軽自動車),貨物車(普通車),中央線(ペイント),34.68693111,135.1600131
兵庫,259,負傷,0,1,山麓線,105,神戸市兵庫区,20240901,19 ,夜間_暮,日,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,0～24歳以下,乗用車(軽自動車),乗用車(普通車),中央分離なし,34.68021111,135.1527381
兵庫,260,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240902,16 ,昼間_昼,月,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(下り),車両相互,55～64歳以下,65～74歳以下,貨物車(軽自動車),乗用車(軽自動車),中央分離なし,34.68048389,135.1527781
兵庫,261,負傷,0,1,２号,105,神戸市兵庫区,20240903,5 ,昼間_明,火,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,25～34歳以下,貨物車(普通車),二輪車(原付二種),中央分離帯,34.66816306,135.1683981
兵庫,262,負傷,0,1,一般市道,105,神戸市兵庫区,20240904,13 ,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,75歳以上,35～44歳以下,貨物車(中型車),貨物車(普通車),中央分離なし,34.66068,135.1646769
兵庫,263,負傷,0,2,夢野白川線,105,神戸市兵庫区,20240904,17 ,昼間_暮,水,晴,乾燥,交差点(その他),施設なし,直線(上り),車両相互,65～74歳以下,65～74歳以下,貨物車(普通車),乗用車(軽自動車),中央線(ペイント),34.68332333,135.1525236
兵庫,264,負傷,0,1,布引鵯線,105,神戸市兵庫区,20240905,13 ,昼間_昼,木,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,45～54歳以下,貨物車(軽自動車),乗用車(軽自動車),中央分離帯,34.69912389,135.1648419
兵庫,265,負傷,0,1,一般市道,105,神戸市兵庫区,20240906,18 ,夜間_暮,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,25～34歳以下,乗用車(普通車),二輪車(原付二種),中央分離なし,34.66846111,135.1729631
兵庫,266,負傷,0,1,一般市道,105,神戸市兵庫区,20240621,17 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,0～24歳以下,0～24歳以下,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.67351806,135.16126
兵庫,267,負傷,0,1,４２８号,105,神戸市兵庫区,20240911,9 ,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,35～44歳以下,二輪車(軽二輪),軽車両(自転車),中央線(ペイント),34.689905,135.1676769
兵庫,268,負傷,0,1,一般市道,105,神戸市兵庫区,20240913,15 ,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,55～64歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.66718,135.1715439
兵庫,269,負傷,0,1,中央幹線,105,神戸市兵庫区,20240913,17 ,昼間_暮,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,25～34歳以下,二輪車(原付二種),乗用車(普通車),中央分離帯,34.67563278,135.1688564
兵庫,270,負傷,0,1,中央幹線,105,神戸市兵庫区,20240914,21 ,夜間_夜,土,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67932806,135.1739719
兵庫,271,負傷,0,1,湊町線,105,神戸市兵庫区,20240915,4 ,夜間_夜,日,雨,湿潤,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,不明・単独事故,軽車両(自転車),対象外当事者,中央分離なし,34.68219,135.16287
